Filer,View,Title,Dept/Board,File Type,Date Filed,Amended
"Apple, Thomas M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4553.pdf),Chancellor,University of Hawaii,Gift,06/27/2014,false
"Holzman, John C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7341.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/27/2014,false
"Souki, Joseph Mark",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7340.pdf),"Candidate, Representative",,Candidate Financial,06/27/2014,false
"Fitzgerald, Christian B.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7338.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/27/2014,false
"Richards, Leon",Form (http://files.hawaii.gov/ethics/disc/2013/FinShort_4551.pdf),Chancellor,University of Hawaii,Financial,06/27/2014,false
"Richards, Leon",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4550.pdf),Chancellor,University of Hawaii,Financial,06/27/2014,false
"Cachola, Romeo M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4547.pdf),"Legislator, District 30",House of Representatives,Gift,06/27/2014,false
"Har, Sharon E.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4535.pdf),"Legislator, District 42",House of Representatives,Gift,06/26/2014,false
"Carroll, D. Mele",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7331.pdf),"Legislator, District 13",House of Representatives,Gift,06/26/2014,false
"Chun Oakland, Suzanne N.J.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7330.pdf),"Legislator, District 13",Senate,Gift,06/26/2014,false
"English, J. Kalani",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4536.pdf),"Legislator, District 7",Senate,Gift,06/26/2014,false
"Souki, Joseph Mark",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7325.pdf),"Legislator, District 8",House of Representatives,Gift,06/26/2014,true
"Yamashita, Kyle T.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7324.pdf),"Legislator, District 12",House of Representatives,Gift,06/26/2014,false
"Cabanilla Arakawa, Rida T.R.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7322.pdf),"Legislator, District 41",House of Representatives,Gift,06/26/2014,false
"Cabanilla Arakawa, Rida T.R.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4533.pdf),"Legislator, District 41",House of Representatives,Gift,06/26/2014,false
"Kimura, Rodney I.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4532.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/26/2014,true
"Kimura, Rodney I.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4530.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/26/2014,false
"Takumi, Roy M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4529.pdf),"Legislator, District 35",House of Representatives,Gift,06/26/2014,false
"Tsuji, Clifton K.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4528.pdf),"Legislator, District 2",House of Representatives,Gift,06/26/2014,false
"Ito, Kenneth T.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4526.pdf),"Legislator, District 49",House of Representatives,Gift,06/26/2014,false
"De Motta, Gilbert G.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7314p.pdf),"Board Member, Commissioner",Hawaii Public Housing Authority,Financial,06/25/2014,false
"Evans, Cynthia Frances Wood",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7313.pdf),"Legislator, District 7",House of Representatives,Gift,06/25/2014,false
"Lee, Karen C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4514.pdf),Associate Vice President and Executive Director of Hawaii P-20,University of Hawaii,Gift,06/25/2014,false
"Ruderman, Russell E.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7321.pdf),"Legislator, District 2",Senate,Gift,06/25/2014,true
"Hashem, Mark Jun",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4524.pdf),"Legislator, District 18",House of Representatives,Gift,06/25/2014,false
"Ige, David Y.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4523.pdf),"Legislator, District 16",Senate,Gift,06/25/2014,false
"Nakashima, Mark M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4521.pdf),"Legislator, District 1",House of Representatives,Gift,06/25/2014,false
"Say, Calvin K.Y.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4520.pdf),"Legislator, District 20",House of Representatives,Gift,06/25/2014,false
"Mizuno, John Musashi",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4519.pdf),"Legislator, District 28",House of Representatives,Gift,06/25/2014,false
"Fujioka, Ann H.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4509.pdf),Manager,Department of Education,Gift,06/25/2014,false
"Rosenblum, Richard Mark",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7312.pdf),"Board Member, Commissioner",High Technology Development Corporation,Gift,06/25/2014,false
"Yamashita, Barbara Ann",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4511.pdf),Deputy Director,Department of Human Services,Gift,06/25/2014,false
"Kutara, Debbie E.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4512.pdf),Licensing Administrator,University of Hawaii,Gift,06/25/2014,false
"Weinert, Eric Drake",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7316.pdf),"Candidate, Representative",,Candidate Financial,06/25/2014,false
"Kanno, Stacie M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4504.pdf),"Librarian V, Branch Manager",Department of Education,Gift,06/24/2014,false
"Cajigal, Ferdinand",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7304.pdf),Engineering Program Manager,Department of Transportation,Gift,06/24/2014,false
"Lau, Yvonne W.M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4494.pdf),Policy Analyst,Office of the Governor,Gift,06/23/2014,false
"Hee, Brandon",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7293.pdf),Engineer,Department of Transportation,Gift,06/23/2014,false
"Gorak, Thomas C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7297.pdf),Chief Counsel,Department of Commerce and Consumer Affairs,Gift,06/23/2014,false
"Lee, Gabriel S.H.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7294.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/23/2014,false
"Mochida, Aldon K.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4483.pdf),"Board Member, Commissioner",Contractors License Board,Gift,06/21/2014,false
"Glaus, Wendy M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4478.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/20/2014,false
"Ing, Mark Kaniela",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4479.pdf),"Legislator, District 11",House of Representatives,Gift,06/20/2014,false
"Quiogue, Ahlani K.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4477.pdf),Executive Officer,Department of Commerce and Consumer Affairs,Gift,06/20/2014,false
"Matsuo, Reed",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7278.pdf),Engineer,Department of Transportation,Gift,06/20/2014,false
"Takamoto, Wade",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7277.pdf),Project Engineer,Department of Transportation,Gift,06/20/2014,false
"Kawakami, Derek S.K.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4476.pdf),"Legislator, District 14",House of Representatives,Gift,06/20/2014,false
"Lindsey, Robert K.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4472.pdf),Trustee,Office of Hawaiian Affairs,Gift,06/20/2014,false
"Crouch, Peter E.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7274.pdf),Dean,University of Hawaii,Gift,06/19/2014,false
"Apana, James H.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4468.pdf),"Candidate, Representative",,Candidate Financial,06/19/2014,false
"McCartney, Michael J.",Form (http://files.hawaii.gov/ethics/disc/2013/Kfx10Dis-7269.pdf),President/CEO,"Department of Business, Economic Development and Tourism",Gift,06/19/2014,true
"Taketa, Gregg M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7270.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/19/2014,false
"Kahele, Gilbert",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4469.pdf),"Legislator, District 1",Senate,Gift,06/19/2014,false
"Souki, Joseph Mark",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4466.pdf),"Legislator, District 8",House of Representatives,Gift,06/19/2014,false
"Giesting, Elizabeth C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4462.pdf),Healthcare Transformation Coordinator,Office of the Governor,Gift,06/19/2014,false
"Carter-Yamauchi, Charlotte A.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7327.pdf),"Director, Acting",Legislature,Gift,06/19/2014,false
"Lowen, Nicole E.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7326.pdf),"Legislator, District 6",House of Representatives,Gift,06/19/2014,false
"Ichiyama, Linda Eileen",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4458.pdf),"Legislator, District 32",House of Representatives,Gift,06/18/2014,false
"Rietow, David G.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4457.pdf),"Board Member, Commissioner",Agribusiness Development Corporation,Gift,06/18/2014,false
"Schiller, Alain J.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7261.pdf),"Candidate, Senator",,Candidate Financial,06/18/2014,true
"Baird, Mark A.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7260.pdf),"Board Member, Commissioner",Board of Dental Examiners,Gift,06/18/2014,false
"Jackson, Christine S.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7259.pdf),Head Start Collaboration Director,Office of the Governor,Gift,06/18/2014,false
"Yogi, Dean K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7253.pdf),Right-of-Way Manager,Department of Transportation,Gift,06/17/2014,false
"Lake, Margaret R.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4450.pdf),Training Coordiator,University of Hawaii,Gift,06/17/2014,false
"Esaki, Dennis M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4438.pdf),"Board Member, Commissioner",Land Use Commission,Gift,06/16/2014,false
"Teramoto, Bruce",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7236.pdf),Architect,University of Hawaii,Gift,06/16/2014,false
"Young, Maynard G.P.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7237.pdf),"Manager, Facilities Plan/Design",University of Hawaii,Gift,06/16/2014,false
"Nakanishi, Craig I.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4441.pdf),"Board Member, Commissioner, Director",High Technology Development Corporation,Gift,06/16/2014,false
"Tsutsui, Shan S.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4434.pdf),Lieutenant Governor,Office of the Lieutenant Governor,Gift,06/16/2014,false
"Kamiya, Keira Y.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4435.pdf),Chief of Staff,Office of the Lieutenant Governor,Gift,06/16/2014,false
"Grossman, Patricia D.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7223.pdf),International Admissions Counsel,University of Hawaii,Gift,06/16/2014,false
"Tse, Alice",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4431.pdf),Associate Professor,University of Hawaii,Gift,06/14/2014,false
"Arianoff, Gregory A.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4430.pdf),"Candidate, Senator",,Candidate Financial,06/13/2014,false
"Nishihara, Clarence K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7248.pdf),"Legislator, District 17",Senate,Gift,06/13/2014,false
"Yamada, Lawrence M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7245.pdf),Associate Professor,University of Hawaii,Gift,06/13/2014,false
"Onishi, Richard H.K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7320.pdf),"Legislator, District 3",House of Representatives,Gift,06/13/2014,true
"Kuba, Carolyn K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7244.pdf),Faculty,University of Hawaii,Gift,06/13/2014,false
"Holschuh, Frederick C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7243.pdf),"Board Member, Commissioner","National and Community Service, Hawaii Commission for",Gift,06/13/2014,false
"Akamine, Ann K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7242.pdf),Instructor,University of Hawaii,Gift,06/13/2014,false
"Paige, James C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4427.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/13/2014,true
"Clemente, Roger G.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4424.pdf),"Candidate, Senator",,Candidate Financial,06/13/2014,false
"Goode, David C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4401.pdf),"Board Member, Commissioner",Board of Land and Natural Resources,Gift,06/12/2014,false
"Clapp, Carl R.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4396.pdf),"Deputy Director, Athletics",University of Hawaii,Gift,06/12/2014,false
"Zaleski, Halina M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4402.pdf),Extension Specialist,University of Hawaii,Gift,06/12/2014,false
"Paige, James C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4399.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/12/2014,false
"Yee, Bryan C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4418.pdf),Deputy Attorney General,Department of the Attorney General,Gift,06/12/2014,false
"Ching, Rodney K.F.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7201.pdf),"Board Member, Commissioner",Board of Dental Examiners,Gift,06/12/2014,false
"Evans, Mary Alice",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7241.pdf),Deputy Director,"Department of Business, Economic Development and Tourism",Gift,06/12/2014,false
"Middleton, Carlton N.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7200.pdf),"Candidate, Senator",,Candidate Financial,06/12/2014,false
"Gabbard, Gerald Michael",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4416.pdf),"Legislator, District 20",Senate,Gift,06/12/2014,false
"Ruderman, Russell E.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4414.pdf),"Legislator, District 2",Senate,Gift,06/12/2014,false
"Kobayashi, Bertrand Y.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4413.pdf),"Legislator, District 19",House of Representatives,Gift,06/12/2014,false
"James, Carmyn R.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4411.pdf),Head Coach-CC/T&F,University of Hawaii,Gift,06/12/2014,false
"Hara, Krystle E.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4403.pdf),Administrative Services Officer,Office of the Governor,Gift,06/12/2014,false
"McDermott, Robert C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4393.pdf),"Legislator, District 40",House of Representatives,Gift,06/11/2014,false
"Price, Jonathan P.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4391.pdf),"Board Member, Commissioner",Natural Area Reserves System Commission,Financial,06/11/2014,false
"Kaneshiro, Altair C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4370.pdf),Enterprise Operations,University of Hawaii,Gift,06/10/2014,false
"Hong, Glenn K.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4368.pdf),"Board Member, Commissioner",Board of Agriculture,Gift,06/10/2014,false
"Kawamura, Laura Jean Y.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4374.pdf),Extension Educator,University of Hawaii,Gift,06/10/2014,false
"Schiller, Alain J.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4380.pdf),"Candidate, Senator",,Candidate Financial,06/10/2014,false
"Chang, Lester K.C.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4375.pdf),"Candidate, Lieutenant Governor",,Candidate Financial,06/10/2014,false
"Matayoshi, Coralie C.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4386.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,06/10/2014,false
"Shimizu, Debra K.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4383.pdf),Policy Analyst,Office of the Governor,Gift,06/10/2014,false
"Murray, Paul H.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4369.pdf),"Board Member, Commissioner","Board of Professional Engineers, etal",Gift,06/10/2014,false
"Choy, Isaac William",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7183.pdf),"Legislator, District 23",House of Representatives,Gift,06/09/2014,false
"Kato-Klutke, Sandra I.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4361.pdf),"Board Member, Commissioner",Agribusiness Development Corporation,Gift,06/09/2014,false
"Ikeda, Iris K.I.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4360.pdf),Commissioner,Department of Commerce and Consumer Affairs,Gift,06/09/2014,false
"Oberg, Steven R.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4358.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/09/2014,false
"Woodson, Justin H.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4356.pdf),"Legislator, District 9",House of Representatives,Gift,06/09/2014,false
"Ward, Gene R.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7150.pdf),"Legislator, District 17",House of Representatives,Gift,06/05/2014,false
"Morikawa, Daynette S.P.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4339.pdf),"Legislator, District 16",House of Representatives,Gift,06/05/2014,false
"Haliniak, Barbara J.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7151.pdf),"Candidate, Representative",,Candidate Financial,06/05/2014,false
"Hikida, Wayne T.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4328.pdf),"Candidate, Representative",,Candidate Financial,06/04/2014,false
"Higashi, Ross Mitsuo",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4333.pdf),Deputy Director,Department of Transportation,Financial,06/04/2014,false
"Keith-Agaran, Gilbert S.C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7123.pdf),"Legislator, District 5",Senate,Gift,06/04/2014,false
"Lacro, Erika L.",Form (http://files.hawaii.gov/ethics/disc/2013/Kfx10Dis-7109.pdf),Chancellor,University of Hawaii,Financial,06/04/2014,false
"Keith-Agaran, Gilbert S.C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7105.pdf),"Candidate, Senator",,Candidate Financial,06/04/2014,false
"Minaai, Brian K.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4302.pdf),Associate Vice President,University of Hawaii,Gift,06/03/2014,false
"Waihe'e, IV, John David",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4319.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,06/03/2014,true
"Gee, Chuck Y.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7095.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Financial,06/03/2014,false
"Last, Michael L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7096.pdf),"Candidate, Senator",,Candidate Financial,06/03/2014,false
"Weisenfeld, Georgenne G.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4303.pdf),Director,Office of the Governor,Gift,06/03/2014,false
"Cysewski, Gerald R.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4280.pdf),"Board Member, Commissioner",Natural Energy Laboratory of Hawaii,Financial,06/02/2014,false
"Hipp, David Edward",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4222.pdf),Executive Director,Department of Human Services,Gift,06/02/2014,false
"Davis, Gene Ross K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7000a.pdf),"Board Member, Commissioner",Hawaiian Homes Commission,Financial,06/02/2014,false
"Tsutsui, Shan S.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4195.pdf),Lieutenant Governor,Office of the Lieutenant Governor,Financial,06/02/2014,false
"Hirai, Craig K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7166.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,06/02/2014,false
"Takayama, Kaimanu G.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7092.pdf),"Candidate, Representative",,Candidate Financial,06/02/2014,false
"Tassill, Renwick V.I.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7085.pdf),"Board Member, Commissioner",Hawaiian Homes Commission,Financial,06/02/2014,false
"Gomes, James A.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7060P.pdf),"Board Member, Commissioner",Board of Land and Natural Resources,Financial,06/02/2014,false
"Fallin, Lynn Naomi",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7055.pdf),Deputy Director,Department of Health,Financial,06/02/2014,false
"Waihe'e, IV, John David",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4297.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,06/02/2014,false
"Lindsey, Robert K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4259.pdf),Trustee,Office of Hawaiian Affairs,Financial,06/02/2014,false
"Dykstra, Douglas",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4162.pdf),Chancellor,University of Hawaii,Financial,06/01/2014,false
"Hashimoto, Clark Shinichi",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4153.pdf),"Board Member, Commissioner",Board of Agriculture,Financial,06/01/2014,false
"Kaneshiro, Lori A.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4161.pdf),Criminal ID Supervisor,Department of the Attorney General,Gift,06/01/2014,false
"Williams, James D.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4168.pdf),"Board Member, Commissioner",Board of Education,Financial,06/01/2014,false
"Akiba, Lorraine H.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4147.pdf),"Board Member, Commissioner",Public Utilities Commission,Financial,05/31/2014,false
"Gallo, Maria",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4085p.pdf),"Board Member, Commissioner",Board of Agriculture,Financial,05/30/2014,false
"Green, Joshua B.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6968.pdf),"Legislator, District 3",Senate,Financial,05/30/2014,true
"Martinson, Eric Keola",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4089.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Gift,05/30/2014,false
"Williams, Carleton L.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_4032.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,05/29/2014,false
"Asselbaye, Amy B.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4015.pdf),"Board Member, Commissioner",Board of Education,Financial,05/29/2014,false
"Wakai, Glenn Satoru",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_3977.pdf),"Legislator, District 15",Senate,Gift,05/29/2014,false
"Champley, Michael Edward",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3954.pdf),"Board Member, Commissioner",Public Utilities Commission,Financial,05/29/2014,false
"Horner, Donald E.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6947.pdf),"Board Member, Commissioner",Board of Education,Financial,05/29/2014,false
"Takeuchi, Jo Ann Masako Uchida",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6959.pdf),Deputy Director,Department of Commerce and Consumer Affairs,Financial,05/29/2014,false
"Paikai, Landen D.K.K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4034.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,05/29/2014,false
"Fuchigami, Ford N.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6887.pdf),Director,Department of Transportation,Financial,05/28/2014,false
"Apoliona, Suzanne Haunani",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3915.pdf),Trustee,Office of Hawaiian Affairs,Financial,05/28/2014,false
"Akiba, Lorraine H.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_3923.pdf),"Board Member, Commissioner",Public Utilities Commission,Gift,05/28/2014,false
"Iwata, Tad",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_3931.pdf),Post-Secondary Counselor,Department of Education,Gift,05/28/2014,false
"Canto, Doreen N.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6889.pdf),"Board Member, Commissioner",Hawaiian Homes Commission,Financial,05/28/2014,false
"Kai, Laureen M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6878.pdf),Administrative Assistant II,Department of Commerce and Consumer Affairs,Gift,05/28/2014,false
"Zanakis, Mary K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6830.pdf),"Candidate, Lieutenant Governor",,Candidate Financial,05/27/2014,false
"Matayoshi, Coralie C.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3882.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Financial,05/27/2014,false
"Morita, Hermina M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_3869.pdf),"Board Member, Commissioner, Chair",Public Utilities Commission,Gift,05/27/2014,true
"Murayama, Iris T.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3863.pdf),Deputy Administrative Director of the Courts,Judiciary,Financial,05/27/2014,false
"Tschumy, Ruth D.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3853.pdf),"Board Member, Commissioner",Hawaii State Ethics Commission,Financial,05/27/2014,false
"Morton, John F.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3830.pdf),"Vice President, Community Colleges",University of Hawaii,Financial,05/25/2014,false
"Mahi, Aaron D.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6811.pdf),"Board Member, Commissioner",Land Use Commission,Financial,05/23/2014,false
"Menard, Trae P.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3806p.pdf),"Board Member, Commissioner",Natural Area Reserves System Commission,Financial,05/23/2014,false
"Stump, Christopher J.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_3804.pdf),"Candidate, Representative",,Candidate Financial,05/23/2014,false
"Soares, Joy L.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_3785.pdf),Project Director,Office of the Governor,Gift,05/22/2014,false
"Zalopany, Christine F.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6792.pdf),Teacher,Department of Education,Gift,05/22/2014,false
